entropy_losses
1.9456615447998047
1.9451271295547485
1.944392442703247
1.9418885707855225
1.9324172735214233
1.890594244003296
1.7331864833831787
1.372712254524231
0.9735554456710815
0.6683650016784668
0.34157371520996094
0.10920661687850952
0.015736324712634087
0.0008264868520200253
3.4520278859417886e-05
1.6966787370620295e-06
2.2592890047690162e-07
1.3402207343915506e-07
1.2381045166875992e-07
1.2240576552358107e-07
1.2385578429530142e-07
1.3186192404646135e-07
1.7559969478497806e-07
4.7576264705639915e-07
2.8366434889903758e-06
2.135957038262859e-05
7.11898974259384e-05
0.00013279214908834547
0.00015768709999974817
0.00012788987078238279
7.251419447129592e-05
2.864195812435355e-05
7.644470315426588e-06
1.3325379768502899e-06
4.50484719749511e-07
2.862601320430258e-07
2.728295385168167e-07
3.6273246450946317e-07
7.306117026928405e-07
2.2989656827121507e-06
4.152882866037544e-06
4.487775186134968e-06
3.135389533781563e-06
1.433406509931956e-06
4.775667434842035e-07
2.9728130357398186e-07
2.788664232866722e-07
3.6450359175432823e-07
7.150883334361424e-07
2.184736786148278e-06
3.877635663229739e-06
4.138647454965394e-06
2.809100124068209e-06
1.2999166756344493e-06
4.400271222948504e-07
2.7783659106717096e-07
2.605942199807032e-07
3.3509147101540293e-07
6.407235559890978e-07
8.04788669483969e-07
6.510852585961402e-07
3.7189460044828593e-07
3.337426051075454e-07
4.299080842429248e-07
8.305337360070553e-07
1.0187418411078397e-06
7.97632594640163e-07
4.349131756953284e-07
3.8063427609813516e-07
4.877169885730837e-07
9.402103273714602e-07
1.136955461333855e-06
8.755082490097266e-07
4.672286308959883e-07
4.036383529637533e-07
5.146159764990443e-07
9.881183586912812e-07
1.18531886528217e-06
9.051889833244786e-07
4.785941314366937e-07
4.10879067658243e-07
5.218190608502482e-07
9.98013092612382e-07
1.1917850315512624e-06
9.065083759196568e-07
4.778239031111298e-07
4.0914596866059583e-07
5.180176003705128e-07
9.87050498224562e-07
1.1756139883800643e-06
8.927203225539415e-07
4.7067413788681733e-07
4.027628506264591e-07
5.085930183668097e-07
9.655784651840804e-07
1.148172486864496e-06
8.715172157280904e-07
4.6043959400776657e-07
3.941685520203464e-07
4.965344828633533e-07
9.392578022016096e-07
1.115625764214201e-06
8.470266834592621e-07
4.4888147954225133e-07
3.846522815820208e-07
4.834151923205354e-07
9.110336804951658e-07
1.0811769470819854e-06
8.213941100621014e-07
4.3690715756383725e-07
3.748811536752328e-07
4.700364968357462e-07
8.82426036241668e-07
1.0464395927556325e-06
7.956828085298184e-07
4.249641847309249e-07
3.651771010027005e-07
4.5679422555622295e-07
8.541516081095324e-07
1.0122099638465443e-06
7.704354061388585e-07
4.1329698774461576e-07
3.5573313539316587e-07
4.4394050746632274e-07
8.267402336059604e-07
9.790556987354648e-07
7.460229198841262e-07
4.02008197397663e-07
3.4658663139452983e-07
4.3147093720108387e-07
8.001226774467796e-07
9.4687720775255e-07
7.223513875942444e-07
3.91097898955195e-07
3.3776518648664933e-07
4.194516805000603e-07
7.744491199446202e-07
9.158328566627461e-07
6.995358603489876e-07
3.8059857843109057e-07
3.292803398835531e-07
4.0788728483676095e-07
7.497196179429011e-07
8.859259423843469e-07
6.775630367883423e-07
3.7049974821457e-07
3.211214902876236e-07
3.967643920077535e-07
7.259033054651809e-07
8.571223588660359e-07
6.564254135810188e-07
3.608003282806749e-07
3.132894335067249e-07
3.8608519048466405e-07
7.030179176581441e-07
8.294334179481666e-07
6.361039481816988e-07
3.5148462984579965e-07
3.0576987342101347e-07
3.7582464074148447e-07
6.809988235545461e-07
8.027882358874194e-07
6.165727199913817e-07
3.4254324532412284e-07
2.9855578986826004e-07
3.659787068954756e-07
6.598513664357597e-07
7.771922128085862e-07
5.978121180305607e-07
3.339632996812725e-07
2.9163498993511894e-07
3.56528204292772e-07
6.395296168193454e-07
7.525832756982709e-07
5.797782023364562e-07
3.257256651068019e-07
2.8499044901764137e-07
3.4744863341984455e-07
6.199840072440566e-07
7.28911004443944e-07
5.624476671073353e-07
3.1781718234924483e-07
2.786162554002658e-07
3.3873797633532376e-07
6.012143671796366e-07
7.061743190206471e-07
5.458067562358337e-07
3.102322807535529e-07
2.7250297307546134e-07
3.3038054425560404e-07
5.831876705997274e-07
6.843272331025219e-07
5.29816873040545e-07
3.029510935448343e-07
2.666361069714185e-07
3.2235269031843927e-07
5.658486088577774e-07
6.633075599893345e-07
5.144419219504925e-07
3.708926783474453e-07
3.976660991611425e-07
6.226686082300148e-07
6.375768180078012e-07
4.416211254465452e-07
4.66397295895149e-07
7.293068051694718e-07
7.344870596170949e-07
4.961383410773124e-07
5.180833113627159e-07
4.045110983952327e-07
4.691182198257593e-07
8.077901725300762e-07
8.874934565028525e-07
6.378647299243312e-07
3.3659827636256523e-07
2.8266765639273217e-07
3.313447791697399e-07
5.620537990580488e-07
6.347028147501987e-07
4.779293476531166e-07
5.46043906979321e-07
4.210227757539542e-07
4.848735670748283e-07
8.30116903216549e-07
9.050987728187465e-07
6.458835741796065e-07
3.3864597526189755e-07
2.8313178290773067e-07
3.3054115533559525e-07
5.576093258241599e-07
6.269922323554056e-07
4.710870200597128e-07
5.362040838008397e-07
4.1303420061922225e-07
4.7403008807123115e-07
8.070597914411337e-07
8.776979711910826e-07
6.263115324145474e-07
3.2999017207657744e-07
2.763426323326712e-07
3.214517789729143e-07
5.38253232207353e-07
6.039526851964183e-07
4.5462985553967883e-07
5.163018386156182e-07
3.986625074503536e-07
4.5641382939720643e-07
7.727342676844273e-07
8.393959660679684e-07
6.00218584168033e-07
3.188777668583498e-07
2.6794151608555694e-07
3.1058715421750094e-07
5.158320846021525e-07
5.779118623649993e-07
4.363947425645165e-07
4.946645617565082e-07
6.876085762996809e-07
6.218360226739605e-07
3.9115266758926737e-07
3.7719755141552014e-07
5.26548205925792e-07
4.905706418867339e-07
6.338186722132377e-07
5.388792487792671e-07
3.2893180446080805e-07
3.0504733672387374e-07
3.9731457945890725e-07
7.701872277721122e-07
9.63462412073568e-07
7.750615509394265e-07
4.354416489604773e-07
3.877041194755293e-07
5.029027647651674e-07
5.578611990131321e-07
4.188476054878265e-07
4.7066743036339176e-07
7.833456265871064e-07
8.352893701157882e-07
5.879152240595431e-07
3.099243315318745e-07
2.5877187681544456e-07
2.9619562269544986e-07
4.820741992261901e-07
1.2190023426228436e-06
1.9124322534480598e-06
1.8553097334006452e-06
1.1691696499838145e-06
5.222750587563496e-07
2.1638047087435552e-07
1.626675043553405e-07
1.5507123407587642e-07
1.7123144857578154e-07
2.4184569724639005e-07
5.457928295982128e-07
8.864357141646906e-07
9.155052111964324e-07
6.248636168493249e-07
3.1993181437428575e-07
2.6214959802928206e-07
2.954968749691034e-07
4.7107468503782e-07
1.1600119478316628e-06
1.7846332411863841e-06
1.7069075965991942e-06
1.066738832378178e-06
4.786716658600199e-07
3.5706239032151643e-07
3.9036891053001455e-07
6.196021899995685e-07
6.469078357440594e-07
4.5702017814619467e-07
4.899264354207844e-07
4.87540432914102e-07
4.873180614595185e-07
4.898837460132199e-07
4.5253105440679064e-07
6.17617274656368e-07
5.547360615310026e-07
3.520087261676963e-07
3.3789194731070893e-07
4.619922151505307e-07
9.484594443165406e-07
1.2328588354648673e-06
1.018968760035932e-06
5.73332386011316e-07
2.6325267299398547e-07
2.0254353216841992e-07
2.0521081012248032e-07
2.683941033865267e-07
5.19059710768488e-07
6.971498009988863e-07
6.113863264545216e-07
3.770859109408775e-07
3.5612956139630114e-07
4.821955599254579e-07
6.89311889345845e-07
6.416289579647128e-07
4.1252323512708244e-07
4.0581397797723184e-07
5.812235599478299e-07
5.50707625279756e-07
3.648739266282064e-07
3.631947436133487e-07
5.194071377445653e-07
4.977379148840555e-07
3.3672205290713464e-07
3.375839980890305e-07
4.815573220184888e-07
6.975602673264802e-07
6.570817845386046e-07
4.2560913016131963e-07
4.2230507801832573e-07
6.124978426669259e-07
5.845132022841426e-07
3.8701688254150213e-07
3.8735316820748267e-07
5.613054554487462e-07
5.401620342126989e-07
3.6314673934612074e-07
3.654197655578173e-07
5.286397026793566e-07
5.114875989420398e-07
3.475498999705451e-07
3.5089880157102016e-07
5.066855806035164e-07
4.919755838272977e-07
3.368332386344264e-07
3.407991755466355e-07
4.911988753519836e-07
4.800910460289742e-07
4.6798464836683706e-07
6.735168653904111e-07
6.32623653018527e-07
4.1045510101866967e-07
4.0635140408085135e-07
5.854352025380649e-07
5.577912247645145e-07
3.7081801451677165e-07
3.7058552493363095e-07
5.332137789082481e-07
5.126974542690732e-07
3.4663750625441025e-07
3.484341561943438e-07
5.003094543098996e-07
4.839002372136747e-07
3.9987941136132577e-07
4.849056267630658e-07
4.7285485038628394e-07
5.681021093550953e-07
4.5760049260934466e-07
5.506466891347372e-07
4.4550284883371205e-07
5.367252811083745e-07
4.3581036379691795e-07
5.25511325122352e-07
4.279701499854127e-07
5.163929586160521e-07
4.2156602830800693e-07
5.089074193165288e-07
4.162877189628489e-07
5.027052907280449e-07
4.1189636590388545e-07
4.975181013833208e-07
4.082061764165701e-07
4.931343937641941e-07
4.050752409057168e-07
4.893945515505038e-07
4.023904125460831e-07
4.861717570747714e-07
4.416401111484447e-07
5.910492291150149e-07
5.238993026068783e-07
3.318173753541487e-07
3.158041295137082e-07
4.2330890437369817e-07
8.47408159643237e-07
1.0876186706809676e-06
8.936301014728087e-07
5.056697887084738e-07
2.402307757165545e-07
1.8853388894513046e-07
1.9027052644560172e-07
